date,region7,stress_index
2018-07-01,İç Anadolu,-0.4012592894220121
2018-08-01,İç Anadolu,-0.2720883978443794
2018-09-01,İç Anadolu,-0.44766808076415604
2018-10-01,İç Anadolu,-0.3658254334462609
2018-11-01,İç Anadolu,-0.2916182507955763
2018-12-01,İç Anadolu,-0.11147917932949568
2019-01-01,İç Anadolu,-0.3009784204452908
2019-02-01,İç Anadolu,-0.09816625739574658
2019-03-01,İç Anadolu,-0.21837225555117448
2019-04-01,İç Anadolu,-0.4131729223088313
2019-05-01,İç Anadolu,-0.3521395394379862
2019-06-01,İç Anadolu,-0.5072394178509707
2019-07-01,İç Anadolu,-0.3474339261746855
2019-08-01,İç Anadolu,-0.3374242590535133
2019-09-01,İç Anadolu,-0.1707471867385308
2019-10-01,İç Anadolu,-0.2136006210549372
2019-11-01,İç Anadolu,0.05155482084635203
2019-12-01,İç Anadolu,-0.11679493083158794
2020-01-01,İç Anadolu,-0.1196415962257771
2020-02-01,İç Anadolu,-0.04382022578386675
2020-03-01,İç Anadolu,-0.18108051745809764
2020-04-01,İç Anadolu,0.34771290581076103
2020-05-01,İç Anadolu,0.4982135151785219
2020-06-01,İç Anadolu,-0.0572849455753713
2020-07-01,İç Anadolu,-0.29471067563497905
2020-08-01,İç Anadolu,-0.16520391421528957
2020-09-01,İç Anadolu,-0.13312765725453263
2020-10-01,İç Anadolu,-0.15199195492421538
2020-11-01,İç Anadolu,-0.22362484494545726
2020-12-01,İç Anadolu,0.18223130712715357
2021-01-01,İç Anadolu,0.44590101356794
2021-02-01,İç Anadolu,0.2334137224694133
2021-03-01,İç Anadolu,0.026393845232915686
2021-04-01,İç Anadolu,0.303007310526923
2021-05-01,İç Anadolu,0.09930554438453101
2021-06-01,İç Anadolu,0.030353023520052425
2021-07-01,İç Anadolu,-0.14146207560628135
2021-08-01,İç Anadolu,-0.2054869861628801
2021-09-01,İç Anadolu,0.0017682549555692215
2021-10-01,İç Anadolu,-0.02196904823353392
2021-11-01,İç Anadolu,-0.08867006905580181
2021-12-01,İç Anadolu,-0.20541961045043358
2022-01-01,İç Anadolu,0.21716318251062128
2022-02-01,İç Anadolu,0.4675477261603498
2022-03-01,İç Anadolu,0.6702044998587209
2022-04-01,İç Anadolu,0.48530102403900593
2022-05-01,İç Anadolu,0.4094326522592321
2022-06-01,İç Anadolu,0.22554476435395154
2022-07-01,İç Anadolu,0.37218665791433736
2022-08-01,İç Anadolu,0.22138724160134973
2022-09-01,İç Anadolu,0.34294276926535044
2022-10-01,İç Anadolu,0.3287726044425556
2022-11-01,İç Anadolu,0.6362099731971312
2022-12-01,İç Anadolu,0.42615198149989714
2023-01-01,İç Anadolu,0.5075929426002813
2023-02-01,İç Anadolu,0.7171683922238563
2023-03-01,İç Anadolu,0.6882801477436167
2023-04-01,İç Anadolu,0.4999122369192614
2023-05-01,İç Anadolu,0.29893687927526785
2023-06-01,İç Anadolu,0.29054644392934964
2023-07-01,İç Anadolu,0.06986238803268685
2023-08-01,İç Anadolu,0.10987824234503278
2023-09-01,İç Anadolu,0.27176316921661786
2023-10-01,İç Anadolu,0.314896955447374
2023-11-01,İç Anadolu,0.4779945554995817
2023-12-01,İç Anadolu,0.7574926206783467
2024-01-01,İç Anadolu,0.35505278755821257
2024-02-01,İç Anadolu,0.027674953715781894
2024-03-01,İç Anadolu,-0.11188820265372536
2024-04-01,İç Anadolu,-0.24681784485998162
2024-05-01,İç Anadolu,-0.09082033787533196
2024-06-01,İç Anadolu,-0.274561272334324
2024-07-01,İç Anadolu,-0.14610803315280338
2024-08-01,İç Anadolu,-0.10638744996709505
2024-09-01,İç Anadolu,-0.3033962625483992
2024-10-01,İç Anadolu,-0.018891670204539288
2024-11-01,İç Anadolu,-0.04767026922519391
2024-12-01,İç Anadolu,0.1210214302768571
2025-01-01,İç Anadolu,-0.02402663058065466
2025-02-01,İç Anadolu,-0.16226511153215037
2025-03-01,İç Anadolu,-0.299074635265943
2025-04-01,İç Anadolu,-0.13134624255704586
2025-05-01,İç Anadolu,-0.38247345804444693
2025-06-01,İç Anadolu,-0.3210157449412647
2025-07-01,İç Anadolu,-0.4977584640389982
2025-08-01,İç Anadolu,-0.3325077141570051
2025-09-01,İç Anadolu,-0.5377297635695205
2025-10-01,İç Anadolu,-0.5165643631648676
2025-11-01,İç Anadolu,-0.035282041256827046
